npi,ccn,first_observed_date,last_observed_date,facility_type
1780269308,757223,2023-10-02,2024-04-01,homehealth
1780273417,753173,2023-03-31,2024-04-01,homehealth
1780279851,167439,2023-03-31,2024-04-01,homehealth
1780280362,753129,2023-03-31,2024-04-01,homehealth
1780282533,757037,2023-03-31,2024-04-01,homehealth
1780299826,559714,2023-03-31,2024-04-01,homehealth
1780320549,377684,2024-04-01,2024-04-01,homehealth
1780355438,757388,2024-01-05,2024-04-01,homehealth
1780603134,377706,2023-03-31,2024-04-01,homehealth
1780607820,459021,2023-03-31,2023-10-02,homehealth
1780614412,397237,2023-03-31,2024-04-01,homehealth
1780616573,677958,2023-03-31,2024-04-01,homehealth
1780617704,108170,2023-03-31,2024-04-01,homehealth
1780622142,097063,2023-03-31,2024-04-01,homehealth
1780631366,297091,2023-03-31,2024-04-01,homehealth
1780632075,679519,2023-03-31,2024-04-01,homehealth
1780633933,058200,2023-03-31,2024-04-01,homehealth
1780634097,108241,2023-03-31,2024-04-01,homehealth
1780635540,107544,2023-03-31,2024-04-01,homehealth
1780636431,679682,2023-03-31,2023-07-06,homehealth
1780638734,237035,2023-03-31,2024-04-01,homehealth
1780638841,058321,2023-03-31,2024-04-01,homehealth
1780641092,307084,2023-03-31,2024-04-01,homehealth
1780645655,458331,2023-03-31,2024-04-01,homehealth
1780646869,377487,2023-03-31,2024-04-01,homehealth
1780654855,167108,2023-03-31,2024-04-01,homehealth
1780664953,087036,2023-03-31,2024-04-01,homehealth
1780666321,117141,2023-03-31,2024-04-01,homehealth
1780667923,107444,2023-03-31,2023-07-06,homehealth
1780670711,337147,2023-03-31,2024-04-01,homehealth
1780671578,167030,2023-03-31,2024-04-01,homehealth
1780672550,527225,2023-03-31,2024-04-01,homehealth
1780675389,108261,2023-03-31,2024-04-01,homehealth
1780679332,517076,2023-03-31,2024-04-01,homehealth
1780680983,458141,2023-03-31,2024-04-01,homehealth
1780681908,237180,2023-03-31,2024-04-01,homehealth
1780687061,157281,2023-03-31,2024-04-01,homehealth
1780687327,527083,2023-03-31,2024-04-01,homehealth
1780687475,067054,2023-03-31,2024-04-01,homehealth
1780687913,397089,2023-03-31,2024-04-01,homehealth
1780692566,147866,2023-03-31,2024-04-01,homehealth
1780696518,058408,2023-03-31,2024-04-01,homehealth
1780700435,109127,2023-03-31,2024-04-01,homehealth
1780703785,058409,2023-03-31,2024-04-01,homehealth
1780708172,107593,2023-03-31,2024-04-01,homehealth
1780709170,247048,2023-03-31,2024-04-01,homehealth
1780720508,747084,2023-03-31,2023-03-31,homehealth
1780722561,108009,2023-03-31,2024-04-01,homehealth
1780723924,679358,2023-03-31,2024-04-01,homehealth
1780724559,067440,2023-03-31,2023-07-06,homehealth
1780725960,167286,2023-03-31,2024-04-01,homehealth
1780738336,237743,2023-03-31,2024-04-01,homehealth
1780745737,678027,2023-03-31,2024-04-01,homehealth
1780746735,107576,2023-03-31,2024-04-01,homehealth
1780748665,109106,2023-03-31,2024-04-01,homehealth
1780752436,067338,2023-03-31,2024-04-01,homehealth
1780760405,317077,2023-03-31,2024-04-01,homehealth
1780772293,537031,2023-03-31,2024-04-01,homehealth
1780772996,387142,2023-03-31,2024-04-01,homehealth
1780780643,277033,2023-03-31,2024-01-05,homehealth
1780784074,397050,2023-03-31,2024-04-01,homehealth
1780820910,109406,2023-03-31,2024-04-01,homehealth
1780823377,148086,2023-03-31,2024-04-01,homehealth
1780838144,377737,2023-03-31,2024-04-01,homehealth
1780860361,109566,2023-03-31,2023-07-06,homehealth
1780860478,368322,2023-03-31,2024-04-01,homehealth
1780863118,109576,2023-03-31,2024-04-01,homehealth
1780869982,109143,2023-03-31,2024-04-01,homehealth
1780870824,747176,2023-03-31,2024-04-01,homehealth
1780871863,059135,2023-03-31,2024-04-01,homehealth
1780876441,517074A,2023-03-31,2024-04-01,homehealth
1780881284,058361,2023-03-31,2023-07-06,homehealth
1780881805,747335,2023-03-31,2024-04-01,homehealth
1780888206,059025,2023-03-31,2024-04-01,homehealth
1780889402,397401C,2023-03-31,2024-04-01,homehealth
1780908558,059350,2023-03-31,2024-04-01,homehealth
1780912188,109655,2023-03-31,2024-04-01,homehealth
1780914333,148210,2023-03-31,2024-04-01,homehealth
1780919878,747495,2023-03-31,2024-04-01,homehealth
1780921858,369090,2023-03-31,2024-04-01,homehealth
1780935403,148364,2023-03-31,2024-04-01,homehealth
1780936948,337443,2023-03-31,2024-04-01,homehealth
1780947598,148363,2023-03-31,2024-04-01,homehealth
1780957209,368493,2023-03-31,2024-04-01,homehealth
1780961508,067506,2023-03-31,2024-04-01,homehealth
1780966283,377783,2023-03-31,2024-04-01,homehealth
1780968438,059463,2023-03-31,2024-04-01,homehealth
1780990077,053175,2023-03-31,2024-04-01,homehealth
1780999573,687211,2023-07-06,2024-04-01,homehealth
1790006195,368397,2023-03-31,2024-04-01,homehealth
1790013084,747737,2023-03-31,2024-04-01,homehealth
1790013118,747596,2023-03-31,2024-04-01,homehealth
1790013407,217163,2023-03-31,2024-04-01,homehealth
1790013894,059450,2023-03-31,2024-04-01,homehealth
1790023109,369094,2023-03-31,2024-04-01,homehealth
1790036408,747977,2023-03-31,2024-04-01,homehealth
1790044881,239265,2023-03-31,2024-04-01,homehealth
1790046795,157662,2023-03-31,2024-04-01,homehealth
1790053932,267639,2023-03-31,2024-04-01,homehealth
1790056018,147211,2023-03-31,2023-07-06,homehealth
1790067320,167324,2023-03-31,2024-04-01,homehealth
1790073443,103157,2023-03-31,2024-04-01,homehealth
1790083244,103169,2023-03-31,2024-04-01,homehealth
1790085694,059394,2023-03-31,2024-04-01,homehealth
1790088060,747798,2023-03-31,2024-04-01,homehealth
1790091122,227559,2023-03-31,2024-04-01,homehealth
1790095792,109561,2023-03-31,2024-04-01,homehealth
1790100212,227709,2023-03-31,2024-04-01,homehealth
1790103273,227609,2023-03-31,2024-04-01,homehealth
1790112530,059163,2023-03-31,2024-04-01,homehealth
1790113496,148153,2023-03-31,2024-04-01,homehealth
1790119204,067523,2023-03-31,2024-04-01,homehealth
1790121291,248137,2023-03-31,2024-04-01,homehealth
1790125946,059757,2023-03-31,2024-04-01,homehealth
1790125987,497706,2023-03-31,2024-04-01,homehealth
1790126969,747959,2023-03-31,2024-04-01,homehealth
1790134161,217165,2023-03-31,2024-04-01,homehealth
1790144830,053128,2023-03-31,2024-04-01,homehealth
1790148641,239316,2023-03-31,2024-04-01,homehealth
1790161321,447581,2023-03-31,2024-04-01,homehealth
1790164598,197752,2023-03-31,2024-01-05,homehealth
1790169118,178107,2023-03-31,2024-04-01,homehealth
1790175735,067549,2023-03-31,2024-04-01,homehealth
1790176840,517144,2023-03-31,2024-04-01,homehealth
1790183895,037253,2023-03-31,2024-04-01,homehealth
1790197705,683190,2023-03-31,2024-04-01,homehealth
1790200913,559171,2023-03-31,2024-04-01,homehealth
1790207827,398290,2023-03-31,2024-04-01,homehealth
1790243616,559569,2023-03-31,2024-04-01,homehealth
1790251619,559098,2023-03-31,2024-04-01,homehealth
1790268845,559394,2023-03-31,2024-04-01,homehealth
1790269413,559435,2023-03-31,2024-04-01,homehealth
1790283273,559142,2023-03-31,2024-04-01,homehealth
1790300739,517822,2023-03-31,2024-04-01,homehealth
1790326775,559466,2023-03-31,2024-04-01,homehealth
1790337517,687035,2023-03-31,2024-04-01,homehealth
1790339901,559395,2023-03-31,2024-04-01,homehealth
1790339919,559234,2023-03-31,2024-04-01,homehealth
1790353613,757287,2023-10-02,2024-04-01,homehealth
1790360147,067621,2023-03-31,2024-04-01,homehealth
1790363679,687213,2023-07-06,2024-04-01,homehealth
1790366961,748060,2023-07-06,2024-04-01,homehealth
1790367191,757402,2024-04-01,2024-04-01,homehealth
1790370831,347007,2023-03-31,2024-04-01,homehealth
1790378784,559769,2023-03-31,2024-04-01,homehealth
1790389211,757187,2023-07-06,2024-04-01,homehealth
1790395358,559631,2023-03-31,2024-04-01,homehealth
1790396216,753117,2023-03-31,2024-04-01,homehealth
1790440683,687262,2024-01-05,2024-04-01,homehealth
1790459097,687199,2023-03-31,2024-04-01,homehealth
1790489615,457667,2023-07-06,2024-04-01,homehealth
1790701175,058425,2023-03-31,2024-04-01,homehealth
1790710291,368030,2023-03-31,2024-04-01,homehealth
1790716553,367087,2023-03-31,2024-04-01,homehealth
1790718427,227219,2023-03-31,2024-04-01,homehealth
1790720076,017093,2023-03-31,2024-04-01,homehealth
1790721231,108226,2023-03-31,2024-04-01,homehealth
1790724102,047151,2023-03-31,2024-04-01,homehealth
1790732428,398049,2023-03-31,2024-04-01,homehealth
1790732436,497259,2023-03-31,2024-04-01,homehealth
1790732667,497033,2023-03-31,2024-04-01,homehealth
1790736478,147925,2023-03-31,2024-04-01,homehealth
1790743961,017070,2023-03-31,2024-04-01,homehealth
1790746378,057255,2023-03-31,2024-04-01,homehealth
1790750016,147470,2023-03-31,2024-04-01,homehealth
1790751915,067192,2023-03-31,2024-04-01,homehealth
1790758928,397116,2023-03-31,2024-04-01,homehealth
1790762201,458447,2023-03-31,2024-04-01,homehealth
1790763126,077134,2023-03-31,2024-04-01,homehealth
1790766863,117100,2023-03-31,2024-04-01,homehealth
1790767622,398020,2023-03-31,2024-04-01,homehealth
1790776888,147819,2023-03-31,2024-04-01,homehealth
1790778348,147786,2023-03-31,2024-04-01,homehealth
1790779221,367447,2023-03-31,2024-04-01,homehealth
1790782241,557008,2023-03-31,2024-04-01,homehealth
1790782696,058228,2023-03-31,2024-04-01,homehealth
1790783033,327088,2023-03-31,2024-04-01,homehealth
1790783819,677873,2023-03-31,2024-04-01,homehealth
1790786150,557746,2023-03-31,2024-04-01,homehealth
1790788776,367785,2023-03-31,2024-04-01,homehealth
1790803807,368051,2023-03-31,2024-04-01,homehealth
1790831741,453150,2023-03-31,2024-04-01,homehealth
1790833861,467235,2023-03-31,2023-10-02,homehealth
1790839314,178109,2023-03-31,2024-04-01,homehealth
1790842987,427030,2023-03-31,2023-07-06,homehealth
1790844033,027009,2023-03-31,2024-04-01,homehealth
1790847531,673110,2023-03-31,2024-04-01,homehealth
1790849347,679490,2023-03-31,2024-04-01,homehealth
1790854768,368087,2023-03-31,2024-04-01,homehealth
1790855567,317092,2023-03-31,2024-04-01,homehealth
1790857001,147841,2023-03-31,2024-04-01,homehealth
1790862407,368460,2023-03-31,2024-04-01,homehealth
1790869568,557061,2023-03-31,2024-04-01,homehealth
1790869766,527258,2023-03-31,2024-04-01,homehealth
1790870350,217040,2023-03-31,2024-04-01,homehealth
1790870491,058255,2023-03-31,2024-04-01,homehealth
1790871788,677211,2023-03-31,2024-04-01,homehealth
1790873149,057135,2023-03-31,2024-04-01,homehealth
1790873461,387048,2023-03-31,2024-04-01,homehealth
1790875664,267121,2023-03-31,2024-01-05,homehealth
1790885945,347116,2023-03-31,2024-04-01,homehealth
1790896314,237721,2023-03-31,2024-04-01,homehealth
1790898112,277040,2023-03-31,2024-04-01,homehealth
1790899524,217068,2023-03-31,2024-04-01,homehealth
1790902435,017148,2023-03-31,2024-04-01,homehealth
1790912871,059399,2023-03-31,2024-04-01,homehealth
1790918217,368340,2023-03-31,2024-04-01,homehealth
1790945244,747181,2023-03-31,2024-04-01,homehealth
1790958403,747141,2023-03-31,2024-04-01,homehealth
1790962579,368254,2023-03-31,2024-04-01,homehealth
1790972123,237771,2023-03-31,2024-04-01,homehealth
1790975571,398080,2023-03-31,2024-04-01,homehealth
1790976389,059168,2023-03-31,2024-04-01,homehealth
1790980969,059067,2023-03-31,2024-04-01,homehealth
1790985646,037810,2023-03-31,2024-04-01,homehealth
1801022140,059193,2023-03-31,2024-04-01,homehealth
1801033576,197203,2023-03-31,2024-04-01,homehealth
1801042866,497643,2023-03-31,2024-04-01,homehealth
1801044003,117105,2023-03-31,2024-04-01,homehealth
1801044235,297164,2023-03-31,2024-04-01,homehealth
1801045570,747520,2023-03-31,2024-04-01,homehealth
1801047394,059201,2023-03-31,2024-04-01,homehealth
1801056460,747320,2023-03-31,2024-04-01,homehealth
1801059134,077250,2023-03-31,2024-04-01,homehealth
1801062518,377729,2023-03-31,2024-04-01,homehealth
1801064316,237796,2023-03-31,2024-04-01,homehealth
1801066071,109361,2023-03-31,2024-04-01,homehealth
1801072913,747106,2023-03-31,2024-04-01,homehealth
1801075049,157608,2023-03-31,2024-04-01,homehealth
1801076625,557154,2023-03-31,2024-04-01,homehealth
1801080643,167295,2023-03-31,2024-04-01,homehealth
1801085683,747052,2023-03-31,2024-04-01,homehealth
1801088489,377718,2023-03-31,2024-04-01,homehealth
1801098066,108428,2023-03-31,2024-04-01,homehealth
1801108287,747706,2023-03-31,2024-04-01,homehealth
1801115944,067487,2023-03-31,2024-04-01,homehealth
1801118088,109665,2023-03-31,2024-04-01,homehealth
1801125539,148269,2023-03-31,2024-04-01,homehealth
1801128962,148295,2023-03-31,2024-04-01,homehealth
1801129192,747821,2023-03-31,2024-04-01,homehealth
1801133533,147683,2023-03-31,2024-04-01,homehealth
1801136213,058117,2023-03-31,2024-04-01,homehealth
1801149455,157584,2023-03-31,2024-04-01,homehealth
1801152905,679677,2023-03-31,2024-04-01,homehealth
1801153176,397759,2023-03-31,2024-04-01,homehealth
1801156757,157598,2023-03-31,2024-04-01,homehealth
1801167424,047099,2023-03-31,2024-04-01,homehealth
1801178983,248147,2023-03-31,2024-04-01,homehealth
1801184635,239231,2023-03-31,2024-04-01,homehealth
1801198213,059460,2023-03-31,2024-04-01,homehealth
1801213194,167428,2023-03-31,2024-04-01,homehealth
1801224084,197485,2023-03-31,2024-04-01,homehealth
1801260476,197769,2023-03-31,2024-04-01,homehealth
1801270517,369153,2023-03-31,2024-04-01,homehealth
1801285317,227724,2023-03-31,2024-04-01,homehealth
1801290093,177031,2023-03-31,2024-04-01,homehealth
1801293600,059732,2023-03-31,2024-04-01,homehealth
1801298013,377751,2023-03-31,2024-04-01,homehealth
1801307111,067572,2023-03-31,2024-04-01,homehealth
1801322086,559147,2023-03-31,2024-04-01,homehealth
1801326871,148286,2023-03-31,2024-04-01,homehealth
1801334461,559031,2023-03-31,2024-04-01,homehealth
1801344049,559122,2023-03-31,2024-04-01,homehealth
1801348545,167435,2023-03-31,2024-04-01,homehealth
1801354691,559281,2023-03-31,2024-04-01,homehealth
1801367461,559306,2023-03-31,2024-04-01,homehealth
1801368790,559317,2023-03-31,2024-04-01,homehealth
1801373881,369234,2023-03-31,2024-04-01,homehealth
1801375563,369293,2023-03-31,2024-04-01,homehealth
1801380043,027008,2023-03-31,2024-04-01,homehealth
1801400346,687154,2023-03-31,2024-04-01,homehealth
1801403498,757039,2023-03-31,2024-04-01,homehealth
1801403506,559709,2023-03-31,2024-04-01,homehealth
1801403985,753143,2023-03-31,2024-04-01,homehealth
1801412648,517148,2023-03-31,2024-04-01,homehealth
1801413794,687135,2023-03-31,2024-04-01,homehealth
1801429733,507309,2023-10-02,2024-04-01,homehealth
1801430574,757095,2023-07-06,2024-04-01,homehealth
1801437454,559469,2023-03-31,2024-04-01,homehealth
1801448204,397587,2023-03-31,2024-04-01,homehealth
1801465307,757230,2023-10-02,2024-04-01,homehealth
1801488507,027022A,2023-03-31,2024-04-01,homehealth
1801493218,559672,2023-03-31,2024-04-01,homehealth
1801494505,687137,2023-03-31,2024-04-01,homehealth
1801515499,748107,2024-04-01,2024-04-01,homehealth
1801552351,757519,2024-04-01,2024-04-01,homehealth
1801565908,757271,2023-10-02,2024-04-01,homehealth
1801566138,757476,2024-04-01,2024-04-01,homehealth
1801800156,453154,2023-03-31,2024-04-01,homehealth
1801803267,677277,2023-03-31,2024-04-01,homehealth
1801816863,157581,2023-03-31,2024-04-01,homehealth
1801817804,677921,2023-03-31,2024-04-01,homehealth
1801817846,679545,2023-03-31,2024-04-01,homehealth
1801819271,337066,2023-03-31,2024-04-01,homehealth
1801825187,507031,2023-03-31,2024-04-01,homehealth
1801825690,067502,2023-03-31,2024-04-01,homehealth
1801827258,107372,2023-03-31,2024-04-01,homehealth
1801827852,287124,2023-03-31,2024-04-01,homehealth
1801831383,058399,2023-03-31,2024-04-01,homehealth
1801833223,377121,2023-03-31,2024-04-01,homehealth
1801838271,037205,2023-03-31,2024-04-01,homehealth
1801843495,227491,2023-03-31,2024-04-01,homehealth
1801845896,147660,2023-03-31,2024-04-01,homehealth
1801858956,679269,2023-03-31,2024-04-01,homehealth
1801862578,058269,2023-03-31,2024-04-01,homehealth
1801866306,677109,2023-03-31,2024-04-01,homehealth
1801867312,679232,2023-03-31,2024-04-01,homehealth
1801870811,517060,2023-03-31,2024-04-01,homehealth
1801879440,167051,2023-03-31,2024-04-01,homehealth
1801880653,107700,2023-03-31,2024-04-01,homehealth
1801881636,497565,2023-03-31,2024-04-01,homehealth
1801881669,087007A,2023-03-31,2024-04-01,homehealth
1801884259,679482,2023-03-31,2024-04-01,homehealth
1801884374,137100,2023-03-31,2024-04-01,homehealth
1801888136,197253,2023-03-31,2024-04-01,homehealth
1801888920,507043,2023-03-31,2024-04-01,homehealth
1801891015,267163,2023-03-31,2023-10-02,homehealth
1801891023,497467A,2023-03-31,2024-04-01,homehealth
1801893219,397167C,2023-03-31,2024-04-01,homehealth
1801893334,457047,2023-03-31,2024-04-01,homehealth
1801896105,058246,2023-03-31,2024-04-01,homehealth
1801898176,287090,2023-03-31,2024-04-01,homehealth
1801904149,217156,2023-03-31,2024-04-01,homehealth
1801912050,679576,2023-03-31,2024-04-01,homehealth
1801917604,058250,2023-03-31,2024-04-01,homehealth
1801921853,367775,2023-03-31,2024-01-05,homehealth
1801927884,058396,2023-03-31,2024-04-01,homehealth
1801931779,679472,2023-03-31,2024-04-01,homehealth
1801931837,109664,2023-03-31,2024-04-01,homehealth
1801936224,367566,2023-03-31,2024-04-01,homehealth
1801951249,239137,2023-03-31,2024-04-01,homehealth
1801954466,058286,2023-03-31,2024-01-05,homehealth
1801956487,367570,2023-03-31,2024-04-01,homehealth
1801977376,337173,2023-03-31,2024-04-01,homehealth
1801978267,248076,2023-03-31,2024-04-01,homehealth
1801981634,557433,2023-03-31,2024-04-01,homehealth
1801986260,679351,2023-03-31,2024-04-01,homehealth
1801992938,147602,2023-03-31,2024-04-01,homehealth
1811012693,397754,2023-03-31,2024-04-01,homehealth
1811016991,459412,2023-03-31,2024-04-01,homehealth
1811017965,157471,2023-03-31,2024-04-01,homehealth
1811019367,677694,2023-03-31,2024-04-01,homehealth
1811028830,058463,2023-03-31,2024-04-01,homehealth
1811046402,247252,2023-03-31,2024-04-01,homehealth
1811048945,157401,2023-03-31,2024-04-01,homehealth
1811063530,197786,2023-03-31,2024-04-01,homehealth
1811071509,679535,2023-03-31,2024-04-01,homehealth
1811076870,557280,2023-03-31,2024-04-01,homehealth
1811088420,467225,2023-03-31,2024-04-01,homehealth
1811092273,077198,2023-03-31,2024-04-01,homehealth
1811098635,107743,2023-03-31,2024-04-01,homehealth
1811124951,077252,2023-03-31,2024-04-01,homehealth
1811129893,148194,2023-03-31,2024-04-01,homehealth
1811131584,109559,2023-03-31,2024-04-01,homehealth
1811131766,747583,2023-03-31,2024-04-01,homehealth
1811133564,747416,2023-03-31,2024-04-01,homehealth
1811135221,747552,2023-03-31,2024-04-01,homehealth
1811137771,108476,2023-03-31,2024-04-01,homehealth
1811148026,239066,2023-03-31,2023-10-02,homehealth
1811153513,677865,2023-03-31,2024-04-01,homehealth
1811153646,368268,2023-03-31,2024-04-01,homehealth
1811154495,239015,2023-03-31,2024-04-01,homehealth
1811156003,148079,2023-03-31,2024-04-01,homehealth
1811165897,109269,2023-03-31,2024-04-01,homehealth
1811167562,239049,2023-03-31,2024-04-01,homehealth
1811169139,148066,2023-03-31,2024-04-01,homehealth
1811174196,297160,2023-03-31,2024-04-01,homehealth
1811183205,109284,2023-03-31,2024-04-01,homehealth
1811188923,407005,2023-03-31,2024-04-01,homehealth
1811191356,109033,2023-03-31,2024-04-01,homehealth
1811194061,097081,2023-03-31,2023-10-02,homehealth
1811194061,217047,2023-03-31,2024-04-01,homehealth
1811197429,148124,2023-03-31,2024-04-01,homehealth
1811200843,059406,2023-03-31,2024-04-01,homehealth
1811202583,239271,2023-03-31,2024-04-01,homehealth
1811205370,747683,2023-03-31,2024-04-01,homehealth
1811208515,748016,2023-03-31,2024-04-01,homehealth
1811209927,747773,2023-03-31,2024-04-01,homehealth
1811212269,747863,2023-03-31,2024-04-01,homehealth
1811226392,059525,2023-03-31,2024-04-01,homehealth
1811226707,059457,2023-03-31,2024-04-01,homehealth
1811226764,747606,2023-03-31,2024-04-01,homehealth
1811226772,467248,2023-03-31,2024-04-01,homehealth
1811235252,683124,2023-03-31,2024-04-01,homehealth
1811238967,059762,2023-03-31,2024-04-01,homehealth
1811239031,687084,2023-03-31,2024-04-01,homehealth
1811247596,369056,2023-03-31,2024-04-01,homehealth
1811252521,148351,2023-03-31,2024-04-01,homehealth
1811254899,103144,2023-03-31,2024-04-01,homehealth
1811269970,497752,2023-03-31,2024-04-01,homehealth
1811279540,398190,2023-03-31,2024-04-01,homehealth
1811284110,267628,2023-03-31,2023-07-06,homehealth
1811292741,248125,2023-03-31,2024-04-01,homehealth
1811298524,747920,2023-03-31,2024-04-01,homehealth
1811314495,147039,2023-03-31,2024-04-01,homehealth
1811317811,059665,2023-03-31,2024-04-01,homehealth
1811322357,297225,2023-03-31,2024-04-01,homehealth
1811324783,337264,2023-03-31,2024-04-01,homehealth
1811327927,077263,2023-03-31,2024-04-01,homehealth
1811343825,369298,2023-03-31,2024-04-01,homehealth
1811358823,553131,2023-03-31,2024-04-01,homehealth
1811361926,053199,2023-03-31,2024-04-01,homehealth
1811368673,053165,2023-03-31,2024-04-01,homehealth
1811370562,407048,2023-03-31,2024-04-01,homehealth
1811395353,058345,2023-03-31,2024-04-01,homehealth
1811402100,417029,2023-03-31,2024-04-01,homehealth
1811402332,037486,2023-03-31,2024-04-01,homehealth
1811408933,559580,2023-03-31,2024-04-01,homehealth
1811411507,347035,2023-03-31,2024-04-01,homehealth
1811432180,267580,2023-03-31,2024-04-01,homehealth
1811446271,553154,2023-03-31,2024-04-01,homehealth
1811448061,527333,2023-03-31,2024-04-01,homehealth
1811456288,239328,2023-03-31,2024-04-01,homehealth
1811461734,237112,2023-03-31,2024-04-01,homehealth
1811466683,067585,2023-03-31,2024-04-01,homehealth
1811470289,347056,2023-03-31,2024-04-01,homehealth
1811495245,559106,2023-03-31,2023-10-02,homehealth
1811497803,757383,2024-01-05,2024-04-01,homehealth
1811510548,559439,2023-03-31,2024-04-01,homehealth
1811518939,267413,2023-03-31,2024-04-01,homehealth
1811528003,687121,2023-03-31,2024-04-01,homehealth
1811542194,559525,2023-03-31,2024-04-01,homehealth
1811549439,559330,2023-03-31,2024-04-01,homehealth
1811551062,559695,2023-03-31,2024-04-01,homehealth
1811556558,497780,2023-03-31,2024-04-01,homehealth
1811563000,757225,2023-10-02,2024-04-01,homehealth
1811581853,067339,2023-03-31,2024-04-01,homehealth
1811582075,757423,2024-04-01,2024-04-01,homehealth
1811588387,757036,2023-03-31,2024-04-01,homehealth
1811590961,683147,2023-03-31,2024-04-01,homehealth
1811593114,753121,2023-03-31,2024-04-01,homehealth
1811597180,757059,2023-03-31,2024-04-01,homehealth
1811613755,239154,2023-10-02,2024-04-01,homehealth
1811663552,748065,2023-07-06,2024-04-01,homehealth
1811912637,447126,2023-03-31,2024-04-01,homehealth
1811927452,277090,2023-03-31,2024-04-01,homehealth
1811927593,117053,2023-03-31,2023-03-31,homehealth
1811931538,287071,2023-03-31,2024-04-01,homehealth
1811933328,497030B,2023-03-31,2024-04-01,homehealth
1811934706,459488,2023-03-31,2024-04-01,homehealth
1811934789,368052,2023-03-31,2024-04-01,homehealth
1811943467,677648,2023-03-31,2024-04-01,homehealth
1811945934,237202,2023-03-31,2023-10-02,homehealth
1811949217,398046,2023-03-31,2024-04-01,homehealth
1811951817,367405,2023-03-31,2024-04-01,homehealth
1811955065,427067,2023-03-31,2024-04-01,homehealth
1811956394,058186,2023-03-31,2023-03-31,homehealth
1811959646,679083,2023-03-31,2024-04-01,homehealth
1811963648,167045,2023-03-31,2024-04-01,homehealth
1811967441,187100,2023-03-31,2024-04-01,homehealth
1811976418,217079,2023-03-31,2024-04-01,homehealth
1811978703,237514,2023-03-31,2024-04-01,homehealth
1811979495,187117,2023-03-31,2024-04-01,homehealth
1811980139,679057,2023-07-06,2024-04-01,homehealth
1811982069,217111A,2023-03-31,2024-04-01,homehealth
1811983471,187027,2023-03-31,2024-04-01,homehealth
1811987134,147131,2023-03-31,2024-04-01,homehealth
1811992217,497414,2023-03-31,2024-04-01,homehealth
1811993686,497478,2023-03-31,2024-04-01,homehealth
1811994122,537302,2023-03-31,2024-04-01,homehealth
1811994270,107632,2023-03-31,2024-04-01,homehealth
1811998164,377468,2023-03-31,2024-04-01,homehealth
1811998495,077009,2023-03-31,2024-04-01,homehealth
1811998990,347192,2023-03-31,2024-04-01,homehealth
1821001405,287073,2023-03-31,2024-04-01,homehealth
1821001595,147178,2023-03-31,2024-04-01,homehealth
1821002940,367564,2023-03-31,2024-04-01,homehealth
1821010679,017115,2023-03-31,2024-04-01,homehealth
1821011230,673194,2023-03-31,2024-04-01,homehealth
1821014218,527240,2023-03-31,2024-04-01,homehealth
1821022054,397466B,2023-03-31,2024-04-01,homehealth
1821027624,058123,2023-03-31,2024-04-01,homehealth
1821027780,107383,2023-03-31,2024-04-01,homehealth
1821027939,397188,2023-03-31,2024-04-01,homehealth
1821027962,427045,2023-03-31,2024-04-01,homehealth
1821032434,457896,2023-03-31,2024-04-01,homehealth
1821033283,457891,2023-03-31,2024-04-01,homehealth
1821035635,147860,2023-03-31,2024-04-01,homehealth
1821035726,107623,2023-03-31,2024-04-01,homehealth
1821040312,047080,2023-03-31,2024-04-01,homehealth
1821040825,107703,2023-03-31,2024-04-01,homehealth
1821043332,058210,2023-03-31,2024-04-01,homehealth
1821043365,147259,2023-03-31,2024-04-01,homehealth
1821044165,197179,2023-03-31,2024-04-01,homehealth
1821044348,557679,2023-03-31,2024-04-01,homehealth
1821049081,679343,2023-03-31,2024-04-01,homehealth
1821051673,237244,2023-03-31,2024-04-01,homehealth
1821051731,527290,2023-03-31,2024-04-01,homehealth
1821055393,217031,2023-03-31,2024-04-01,homehealth
1821057134,377658,2023-03-31,2024-04-01,homehealth
1821061979,397023,2023-03-31,2024-04-01,homehealth
1821063306,108010,2023-03-31,2024-04-01,homehealth
1821066218,197727,2023-03-31,2024-04-01,homehealth
1821070269,557792,2023-03-31,2024-04-01,homehealth
1821070871,327194,2023-03-31,2024-04-01,homehealth
1821071929,447226,2023-03-31,2024-04-01,homehealth
1821082371,117143,2023-03-31,2024-04-01,homehealth
1821082686,108171,2023-03-31,2024-04-01,homehealth
1821083882,037217,2023-03-31,2024-04-01,homehealth
1821084658,247049,2023-03-31,2024-04-01,homehealth
1821089830,058023,2023-03-31,2024-04-01,homehealth
1821091380,058188,2023-03-31,2024-04-01,homehealth
1821092248,067002,2023-03-31,2024-04-01,homehealth
1821093964,037129,2023-03-31,2024-04-01,homehealth
1821096611,267576,2023-03-31,2024-04-01,homehealth
1821097627,107398,2023-03-31,2024-04-01,homehealth
1821098476,237411,2023-03-31,2024-04-01,homehealth
1821101601,368075,2023-03-31,2024-04-01,homehealth
1821103144,237453,2023-03-31,2024-04-01,homehealth
1821103227,367615,2023-03-31,2024-04-01,homehealth
1821105933,367535,2023-03-31,2024-04-01,homehealth
1821123738,747068,2023-03-31,2024-04-01,homehealth
1821126277,197498,2023-03-31,2024-04-01,homehealth
1821128414,679073,2023-03-31,2024-04-01,homehealth
1821141417,743177,2023-03-31,2024-04-01,homehealth
1821144544,677875,2023-03-31,2024-04-01,homehealth
1821146556,743194,2023-03-31,2024-04-01,homehealth
